time,round,batch_num,client_id,train_loss,train_acc
2025-09-30T17:24:04.792538,1,13,14,1.3465070724487305,46.875
2025-09-30T17:24:05.967935,1,12,31,1.5028278827667236,45.3125
2025-09-30T17:24:07.076910,1,13,31,1.6593043804168701,28.57142984867096
2025-09-30T17:24:07.629425,1,15,35,1.370176911354065,57.8125
2025-09-30T17:24:07.669561,1,14,3,1.351412296295166,50.0
2025-09-30T17:24:07.706441,1,14,14,1.4061273336410522,46.875
2025-09-30T17:24:10.218552,1,15,3,2.2761263847351074,31.25
2025-09-30T17:24:10.232601,1,16,35,1.6404832601547241,45.3125
2025-09-30T17:24:10.256110,1,15,14,1.3151637315750122,51.5625
2025-09-30T17:24:12.751196,1,16,3,1.6638821363449097,34.375
2025-09-30T17:24:12.753865,1,17,35,1.5907628536224365,48.4375
2025-09-30T17:24:12.814926,1,16,14,1.3333543539047241,50.0
2025-09-30T17:24:15.161006,1,17,3,1.7105402946472168,18.75
2025-09-30T17:24:15.181722,1,17,14,1.4714964628219604,43.33333373069763
2025-09-30T17:24:15.204126,1,18,35,1.5473756790161133,54.6875
2025-09-30T17:24:17.055336,1,18,3,1.7885303497314453,34.375
2025-09-30T17:24:17.068879,1,19,35,1.1491514444351196,56.25
2025-09-30T17:24:18.034044,1,20,35,1.459279179573059,42.424243688583374
2025-09-30T17:24:18.624816,1,19,3,1.6907559633255005,31.25
2025-09-30T17:24:19.800182,1,20,3,1.8915586471557617,29.6875
2025-09-30T17:24:20.974559,1,21,3,1.5303646326065063,40.625
2025-09-30T17:24:21.830687,1,22,3,1.57387113571167,50.0
2025-09-30T17:25:45.139520,2,0,11,3.234983444213867,15.625
2025-09-30T17:25:45.142247,2,0,13,2.932549476623535,17.1875
2025-09-30T17:25:48.732648,2,1,11,2.3475310802459717,23.4375
2025-09-30T17:25:48.776084,2,0,54,2.350641965866089,40.625
2025-09-30T17:25:48.818951,2,0,17,3.3634891510009766,10.9375
2025-09-30T17:25:48.834350,2,1,13,2.1843502521514893,26.5625
2025-09-30T17:25:52.760610,2,2,13,1.8771857023239136,36.000001430511475
2025-09-30T17:25:52.907307,2,2,11,1.8484926223754883,31.25
2025-09-30T17:25:52.954410,2,1,54,1.6007455587387085,50.0
2025-09-30T17:25:52.980626,2,1,17,2.2761595249176025,10.9375
2025-09-30T17:25:53.302373,2,0,4,2.2051758766174316,39.0625
2025-09-30T17:25:55.053008,2,3,11,1.9425978660583496,40.74074029922485
2025-09-30T17:25:55.994312,2,2,54,1.4445112943649292,51.5625
2025-09-30T17:25:56.058176,2,2,17,1.561141014099121,46.875
2025-09-30T17:25:56.200612,2,1,4,1.872654676437378,37.5
2025-09-30T17:25:58.164000,2,3,54,1.2746573686599731,48.4375
2025-09-30T17:25:58.206429,2,3,17,1.8240715265274048,45.3125
2025-09-30T17:25:58.371859,2,2,4,1.4042679071426392,54.6875
2025-09-30T17:26:00.394891,2,4,54,1.526847004890442,43.75
2025-09-30T17:26:00.455673,2,4,17,2.2383899688720703,56.25
2025-09-30T17:26:00.545617,2,3,4,1.8321696519851685,46.875
2025-09-30T17:26:02.931058,2,5,54,1.0635727643966675,56.25
2025-09-30T17:26:02.932015,2,5,17,2.2459604740142822,54.6875
2025-09-30T17:26:02.995714,2,4,4,1.8227092027664185,39.0625
2025-09-30T17:26:05.569303,2,6,54,1.43463933467865,43.75
2025-09-30T17:26:05.586688,2,6,17,2.6479287147521973,56.25
2025-09-30T17:26:05.599388,2,5,4,1.2086715698242188,45.3125
2025-09-30T17:26:08.111689,2,7,54,1.4535472393035889,45.3125
2025-09-30T17:26:08.166968,2,7,17,3.142495632171631,40.625
2025-09-30T17:26:08.186041,2,6,4,1.5550777912139893,39.0625
2025-09-30T17:26:10.389833,2,8,54,1.4400639533996582,43.75
2025-09-30T17:26:10.464920,2,8,17,2.579690933227539,48.4375
2025-09-30T17:26:10.491675,2,7,4,1.5962700843811035,45.3125
2025-09-30T17:26:11.242469,2,9,54,1.5462946891784668,26.66666805744171
2025-09-30T17:26:12.561102,2,9,17,1.7781928777694702,57.8125
2025-09-30T17:26:12.604545,2,8,4,1.6706962585449219,45.3125
2025-09-30T17:26:14.434323,2,10,17,2.312346935272217,48.4375
2025-09-30T17:26:14.458612,2,9,4,1.4320685863494873,54.6875
2025-09-30T17:26:16.290281,2,10,4,1.5129826068878174,51.5625
2025-09-30T17:26:16.317560,2,11,17,1.9624824523925781,35.9375
2025-09-30T17:26:18.086028,2,11,4,1.879220962524414,45.3125
2025-09-30T17:26:18.133381,2,12,17,1.6543383598327637,59.375
2025-09-30T17:26:19.550155,2,13,17,1.8887161016464233,50.98039507865906
2025-09-30T17:26:19.725574,2,12,4,1.7850193977355957,39.0625
2025-09-30T17:26:20.930901,2,13,4,1.7731690406799316,40.625
2025-09-30T17:26:22.014313,2,14,4,1.251501441001892,56.25
2025-09-30T17:26:23.043869,2,15,4,1.433767318725586,48.4375
2025-09-30T17:26:24.244189,2,16,4,1.9533250331878662,45.3125
2025-09-30T17:26:25.460052,2,17,4,1.2408729791641235,63.49206566810608
2025-09-30T17:27:47.555401,3,0,25,1.9314813613891602,23.4375
2025-09-30T17:27:51.577641,3,1,25,1.1165425777435303,73.4375
2025-09-30T17:27:51.659879,3,0,29,1.8405178785324097,40.625
2025-09-30T17:27:51.749404,3,0,3,2.634277105331421,1.5625
2025-09-30T17:27:52.151481,3,0,27,1.905401587486267,29.6875
2025-09-30T17:27:55.326468,3,2,25,0.9741919040679932,78.125
2025-09-30T17:27:55.435939,3,1,29,1.6330666542053223,43.75
2025-09-30T17:27:55.532928,3,1,3,1.9933192729949951,26.5625
2025-09-30T17:27:55.846053,3,0,11,2.5149827003479004,17.1875
2025-09-30T17:27:55.877199,3,1,27,1.4618808031082153,48.4375
2025-09-30T17:27:59.021314,3,2,29,1.4612029790878296,53.125
2025-09-30T17:27:59.082175,3,3,25,1.3414618968963623,73.4375
2025-09-30T17:27:59.097861,3,2,3,1.9963865280151367,29.6875
2025-09-30T17:27:59.519697,3,1,11,1.9335544109344482,21.875
2025-09-30T17:27:59.585197,3,2,27,1.591714859008789,40.625
2025-09-30T17:28:02.818882,3,3,3,1.7905287742614746,37.5
2025-09-30T17:28:02.821254,3,3,29,1.4170281887054443,56.25
2025-09-30T17:28:03.027594,3,4,25,1.4955782890319824,73.4375
2025-09-30T17:28:03.304498,3,3,27,1.3597561120986938,43.75
2025-09-30T17:28:03.357236,3,2,11,1.8932173252105713,21.875
2025-09-30T17:28:04.446580,3,5,25,0.6947605013847351,69.9999988079071
2025-09-30T17:28:05.417467,3,3,11,1.8594529628753662,44.44444477558136
2025-09-30T17:28:05.743191,3,4,29,1.5217636823654175,54.6875
2025-09-30T17:28:05.779181,3,4,3,1.6401132345199585,46.875
2025-09-30T17:28:06.169066,3,4,27,0.9869300127029419,62.5
2025-09-30T17:28:07.150868,3,5,27,1.6110544204711914,47.36842215061188
2025-09-30T17:28:07.834070,3,5,29,1.550791621208191,34.375
2025-09-30T17:28:07.871867,3,5,3,1.7864574193954468,26.5625
2025-09-30T17:28:09.739449,3,6,3,1.411495566368103,23.4375
2025-09-30T17:28:09.757377,3,6,29,1.5148168802261353,64.0625
2025-09-30T17:28:11.466080,3,7,29,1.3230946063995361,57.8125
2025-09-30T17:28:11.483784,3,7,3,1.6415283679962158,31.25
2025-09-30T17:28:13.250023,3,8,3,1.8124136924743652,39.0625
2025-09-30T17:28:13.282284,3,8,29,1.500461459159851,54.6875
2025-09-30T17:28:14.348968,3,9,29,1.9203819036483765,50.0
2025-09-30T17:28:14.776391,3,9,3,2.055952548980713,37.5
2025-09-30T17:28:15.896009,3,10,3,1.74154531955719,40.625
2025-09-30T17:28:16.847049,3,11,3,1.7288039922714233,40.625
2025-09-30T17:28:17.858196,3,12,3,2.0864078998565674,25.0
2025-09-30T17:28:19.117923,3,13,3,1.688340187072754,39.0625
2025-09-30T17:28:21.423396,3,14,3,1.9287753105163574,14.0625
2025-09-30T17:28:22.699238,3,15,3,1.7379871606826782,21.875
2025-09-30T17:28:24.096770,3,16,3,1.760541558265686,37.5
2025-09-30T17:28:25.815271,3,17,3,1.2845075130462646,53.125
2025-09-30T17:28:26.974174,3,18,3,1.978767991065979,31.25
2025-09-30T17:28:28.105546,3,19,3,1.4058170318603516,48.4375
2025-09-30T17:28:29.454274,3,20,3,1.2032744884490967,65.625
2025-09-30T17:28:30.864632,3,21,3,1.8897699117660522,39.0625
2025-09-30T17:28:31.778980,3,22,3,1.5188764333724976,52.173912525177
2025-09-30T17:30:03.561385,4,0,35,3.2305686473846436,6.25
2025-09-30T17:30:03.641995,4,0,28,3.139451503753662,0.0
2025-09-30T17:30:03.645532,4,0,57,1.8966350555419922,20.3125
2025-09-30T17:30:08.996990,4,1,35,2.192150592803955,7.8125
2025-09-30T17:30:09.023336,4,1,28,2.1642699241638184,8.620689809322357
2025-09-30T17:30:09.044244,4,1,57,1.9626959562301636,43.75
2025-09-30T17:30:09.427319,4,0,53,3.0798323154449463,0.0
2025-09-30T17:30:12.247887,4,2,35,1.2791584730148315,51.5625
2025-09-30T17:30:12.303174,4,2,57,1.7515358924865723,50.0
2025-09-30T17:30:12.551025,4,1,53,1.7667773962020874,29.6875
2025-09-30T17:30:15.959291,4,3,35,1.6187286376953125,42.1875
2025-09-30T17:30:15.979908,4,3,57,1.2320371866226196,67.1875
2025-09-30T17:30:16.085115,4,0,0,2.6515512466430664,7.8125
2025-09-30T17:30:16.136763,4,2,53,1.5269988775253296,43.75
2025-09-30T17:30:18.975086,4,4,35,2.136295795440674,48.4375
2025-09-30T17:30:19.009039,4,4,57,1.2738198041915894,65.625
2025-09-30T17:30:19.150220,4,1,0,2.1805155277252197,23.4375
2025-09-30T17:30:19.149469,4,3,53,1.8924338817596436,40.625
2025-09-30T17:30:22.586929,4,5,35,2.1437244415283203,53.125
2025-09-30T17:30:22.601218,4,5,57,1.2112267017364502,60.9375
2025-09-30T17:30:22.759464,4,2,0,1.2573978900909424,56.25
2025-09-30T17:30:22.805153,4,4,53,1.6152026653289795,48.4375
2025-09-30T17:30:25.589338,4,6,35,1.4559009075164795,50.0
2025-09-30T17:30:25.676976,4,6,57,1.870987057685852,50.0
2025-09-30T17:30:25.749598,4,3,0,1.9525561332702637,37.5
2025-09-30T17:30:25.850511,4,5,53,1.825750470161438,46.875
2025-09-30T17:30:28.621233,4,7,35,1.589738130569458,51.5625
2025-09-30T17:30:28.703902,4,7,57,1.5233932733535767,50.0
2025-09-30T17:30:28.789910,4,4,0,2.2340006828308105,32.8125
2025-09-30T17:30:28.841450,4,6,53,2.092430830001831,45.3125
2025-09-30T17:30:32.059879,4,8,35,1.7239640951156616,43.75
2025-09-30T17:30:32.139452,4,8,57,1.3445483446121216,59.375
2025-09-30T17:30:32.152061,4,5,0,1.2027292251586914,53.125
2025-09-30T17:30:32.189227,4,7,53,1.7640866041183472,54.6875
2025-09-30T17:30:35.860857,4,9,35,2.330629348754883,39.0625
2025-09-30T17:30:35.893391,4,9,57,1.3869572877883911,68.75
2025-09-30T17:30:35.943283,4,6,0,1.8320711851119995,50.0
2025-09-30T17:30:36.008902,4,8,53,2.097562551498413,48.4375
2025-09-30T17:30:39.099934,4,10,35,1.4976838827133179,51.5625
2025-09-30T17:30:39.135756,4,10,57,1.415016531944275,59.375
2025-09-30T17:30:39.174118,4,7,0,2.1559174060821533,42.1875
2025-09-30T17:30:39.249101,4,9,53,1.845549464225769,35.9375
2025-09-30T17:30:41.603633,4,11,35,1.8329015970230103,34.375
2025-09-30T17:30:41.622881,4,11,57,1.643275499343872,56.25
2025-09-30T17:30:41.686161,4,8,0,1.7792974710464478,51.5625
2025-09-30T17:30:43.985758,4,12,57,1.8364571332931519,50.0
2025-09-30T17:30:44.002589,4,12,35,1.5829336643218994,39.0625
2025-09-30T17:30:44.002111,4,9,0,1.2851699590682983,64.0625
2025-09-30T17:30:46.371804,4,13,57,1.7320034503936768,45.3125
2025-09-30T17:30:46.411406,4,13,35,1.7630209922790527,59.375
2025-09-30T17:30:46.446497,4,10,0,1.8098751306533813,48.4375
2025-09-30T17:30:48.745017,4,14,57,1.6916800737380981,46.875
2025-09-30T17:30:48.789160,4,14,35,1.7758772373199463,51.5625
2025-09-30T17:30:48.844543,4,11,0,2.2347965240478516,40.625
2025-09-30T17:30:52.089806,4,15,35,1.5726195573806763,62.5
2025-09-30T17:30:52.110036,4,12,0,1.4440196752548218,51.5625
2025-09-30T17:30:52.149871,4,15,57,1.6279244422912598,48.4375
2025-09-30T17:30:53.080169,4,13,0,1.0394880771636963,63.63636255264282
2025-09-30T17:30:54.175406,4,16,35,1.3289272785186768,56.25
2025-09-30T17:30:54.203056,4,16,57,1.450818419456482,64.0625
2025-09-30T17:30:55.944643,4,17,35,1.2698743343353271,57.8125
2025-09-30T17:30:55.976692,4,17,57,1.8669302463531494,43.75
2025-09-30T17:30:57.675775,4,18,35,1.1242512464523315,59.375
2025-09-30T17:30:57.714115,4,18,57,1.2342485189437866,54.6875
2025-09-30T17:30:59.379127,4,19,35,1.336841106414795,53.125
2025-09-30T17:30:59.381120,4,19,57,1.5331677198410034,57.8125
2025-09-30T17:31:00.243591,4,20,35,1.5708125829696655,57.575756311416626
2025-09-30T17:31:00.804088,4,20,57,1.343448519706726,54.6875
2025-09-30T17:31:01.502317,4,21,57,1.487131118774414,37.837839126586914
2025-09-30T17:32:53.046423,5,0,54,4.085023880004883,0.0
2025-09-30T17:32:57.954886,5,0,20,5.49661922454834,14.0625
2025-09-30T17:32:58.051891,5,0,19,3.7758212089538574,28.125
2025-09-30T17:32:58.050472,5,0,35,1.2402403354644775,51.5625
2025-09-30T17:32:58.198263,5,1,54,2.427234411239624,26.5625
2025-09-30T17:33:02.079499,5,1,20,3.457988977432251,17.1875
2025-09-30T17:33:02.113091,5,1,19,3.4950132369995117,26.5625
2025-09-30T17:33:02.221078,5,1,35,1.4011950492858887,53.125
2025-09-30T17:33:02.255193,5,2,54,1.4612928628921509,43.75
2025-09-30T17:33:07.046131,5,0,43,4.643492221832275,0.0
2025-09-30T17:33:07.070114,5,2,20,2.2862305641174316,45.3125
2025-09-30T17:33:07.081555,5,2,19,2.2370779514312744,28.125
2025-09-30T17:33:07.131105,5,2,35,1.2690545320510864,57.8125
2025-09-30T17:33:07.334635,5,3,54,1.7313898801803589,48.4375
2025-09-30T17:33:12.043949,5,3,35,1.3974100351333618,53.125
2025-09-30T17:33:12.057247,5,1,43,2.9683730602264404,14.0625
2025-09-30T17:33:12.116136,5,3,19,1.6242377758026123,46.875
2025-09-30T17:33:12.140585,5,3,20,2.06872820854187,51.5625
2025-09-30T17:33:12.209109,5,4,54,1.5799564123153687,56.25
2025-09-30T17:33:17.446457,5,4,35,1.4388978481292725,54.6875
2025-09-30T17:33:17.483876,5,4,19,2.354485511779785,35.9375
2025-09-30T17:33:17.500640,5,4,20,2.358275890350342,54.6875
2025-09-30T17:33:17.524970,5,2,43,1.5658020973205566,62.5
2025-09-30T17:33:17.924362,5,5,54,1.6391677856445312,50.0
2025-09-30T17:33:22.260986,5,5,35,1.2906849384307861,53.125
2025-09-30T17:33:22.302448,5,5,20,1.9409035444259644,57.8125
2025-09-30T17:33:22.318786,5,3,43,1.3335859775543213,70.3125
2025-09-30T17:33:22.458818,5,5,19,1.565732717514038,50.0
2025-09-30T17:33:22.564255,5,6,54,1.7360591888427734,51.5625
2025-09-30T17:33:28.054097,5,6,20,1.2016370296478271,71.875
2025-09-30T17:33:28.133056,5,6,19,1.5033698081970215,45.3125
2025-09-30T17:33:28.364355,5,6,35,1.292681097984314,62.5
2025-09-30T17:33:28.411750,5,7,54,1.6170463562011719,43.75
2025-09-30T17:33:28.432107,5,4,43,1.7178229093551636,59.375
2025-09-30T17:33:33.235973,5,7,20,1.1909340620040894,65.625
2025-09-30T17:33:33.240263,5,8,54,1.3824129104614258,50.0
2025-09-30T17:33:33.278120,5,7,35,1.124646544456482,59.375
2025-09-30T17:33:33.290865,5,5,43,1.4941884279251099,40.625
2025-09-30T17:33:33.369901,5,7,19,2.662153959274292,31.25
2025-09-30T17:33:36.168996,5,9,54,0.9963878989219666,66.66666865348816
2025-09-30T17:33:37.403682,5,8,35,1.6910994052886963,40.625
2025-09-30T17:33:37.421136,5,8,20,2.0574560165405273,50.0
2025-09-30T17:33:37.435996,5,8,19,1.6090348958969116,54.6875
2025-09-30T17:33:37.489730,5,6,43,1.475597858428955,32.8125
2025-09-30T17:33:40.916476,5,9,20,1.6968655586242676,65.625
2025-09-30T17:33:40.920503,5,9,35,1.215019702911377,57.8125
2025-09-30T17:33:40.942658,5,7,43,1.4314796924591064,64.0625
2025-09-30T17:33:40.942006,5,9,19,1.230734944343567,51.5625
2025-09-30T17:33:42.889594,5,10,20,0.22335198521614075,100.0
2025-09-30T17:33:44.512845,5,10,35,1.513703465461731,46.875
2025-09-30T17:33:44.530627,5,8,43,1.2524077892303467,62.5
2025-09-30T17:33:44.533049,5,10,19,1.3505802154541016,51.5625
2025-09-30T17:33:46.989085,5,11,35,1.3754159212112427,50.0
2025-09-30T17:33:47.020313,5,9,43,1.1027506589889526,70.3125
2025-09-30T17:33:47.062003,5,11,19,2.0938880443573,42.1875
2025-09-30T17:33:49.236197,5,12,35,1.31001877784729,53.125
2025-09-30T17:33:49.287043,5,10,43,1.4423898458480835,54.6875
2025-09-30T17:33:49.331998,5,12,19,1.773497462272644,42.1875
2025-09-30T17:33:51.577545,5,13,35,1.0875591039657593,62.5
2025-09-30T17:33:51.638842,5,11,43,1.4519526958465576,46.875
2025-09-30T17:33:51.652187,5,13,19,1.6502348184585571,37.5
2025-09-30T17:33:54.011644,5,14,35,1.0561609268188477,57.8125
2025-09-30T17:33:54.039303,5,12,43,1.733473300933838,51.5625
2025-09-30T17:33:54.102377,5,14,19,1.634891390800476,53.125
2025-09-30T17:33:55.554164,5,15,19,1.543972373008728,54.83871102333069
2025-09-30T17:33:56.230057,5,13,43,1.289024829864502,45.3125
2025-09-30T17:33:56.355933,5,15,35,1.4576094150543213,48.4375
2025-09-30T17:33:58.855772,5,14,43,1.2260420322418213,56.25
2025-09-30T17:33:58.878592,5,16,35,1.351841688156128,54.6875
2025-09-30T17:34:00.564015,5,15,43,1.065901517868042,60.9375
2025-09-30T17:34:00.596494,5,17,35,1.17708158493042,56.25
2025-09-30T17:34:02.269320,5,16,43,1.3969831466674805,56.25
2025-09-30T17:34:02.297611,5,18,35,1.2927533388137817,59.375
2025-09-30T17:34:04.040594,5,17,43,1.1303776502609253,56.25
2025-09-30T17:34:04.078533,5,19,35,1.31558358669281,54.6875
2025-09-30T17:34:05.126647,5,20,35,1.0495387315750122,69.69696879386902
2025-09-30T17:34:05.762983,5,18,43,1.4004989862442017,43.75
2025-09-30T17:34:06.971664,5,19,43,1.2200284004211426,54.6875
2025-09-30T17:34:08.039273,5,20,43,1.771562099456787,45.3125
2025-09-30T17:34:09.044042,5,21,43,1.2086663246154785,57.8125
2025-09-30T17:34:10.054693,5,22,43,1.2642332315444946,60.9375
2025-09-30T17:34:11.047253,5,23,43,1.3517754077911377,57.8125
2025-09-30T17:34:12.728079,5,24,43,1.186323881149292,64.0625
2025-09-30T17:34:14.397268,5,25,43,1.4131454229354858,65.625
2025-09-30T17:34:15.710676,5,26,43,1.2474874258041382,51.5625
2025-09-30T17:34:17.757316,5,27,43,0.9446829557418823,71.875
2025-09-30T17:34:18.916944,5,28,43,1.070646047592163,70.3125
2025-09-30T17:34:19.954953,5,29,43,0.7438700199127197,71.42857313156128
2025-09-30T17:36:08.356974,6,0,13,3.177910327911377,18.75
2025-09-30T17:36:08.375454,6,0,48,3.8744325637817383,6.25
2025-09-30T17:36:12.558506,6,0,11,3.6542444229125977,10.9375
2025-09-30T17:36:12.753670,6,0,27,1.705508828163147,37.5
2025-09-30T17:36:12.982579,6,1,48,3.5208816528320312,10.9375
2025-09-30T17:36:13.037513,6,1,13,3.5082497596740723,37.5
2025-09-30T17:36:17.036360,6,2,13,2.3195135593414307,46.00000083446503
2025-09-30T17:36:17.042991,6,1,11,2.779146671295166,15.625
2025-09-30T17:36:17.331976,6,1,27,1.9061144590377808,34.375
2025-09-30T17:36:17.445133,6,2,48,2.3966238498687744,37.5
2025-09-30T17:36:17.487681,6,0,43,1.9961979389190674,18.75
2025-09-30T17:36:20.344554,6,2,11,2.6212494373321533,26.5625
2025-09-30T17:36:20.452294,6,3,48,2.200669050216675,39.0625
2025-09-30T17:36:20.482379,6,1,43,1.2232670783996582,51.5625
2025-09-30T17:36:20.555286,6,2,27,1.8426122665405273,39.0625
2025-09-30T17:36:22.065639,6,3,11,1.6092238426208496,44.44444477558136
2025-09-30T17:36:23.597032,6,4,48,1.8071415424346924,54.6875
2025-09-30T17:36:23.632586,6,2,43,0.9132441878318787,67.1875
2025-09-30T17:36:23.658093,6,3,27,0.9994340538978577,53.125
2025-09-30T17:36:26.269239,6,3,43,1.3604713678359985,54.6875
2025-09-30T17:36:26.289743,6,5,48,1.9279468059539795,45.3125
2025-09-30T17:36:26.294778,6,4,27,1.260827660560608,53.125
2025-09-30T17:36:28.162557,6,5,27,1.2047141790390015,57.894736528396606
2025-09-30T17:36:29.033752,6,6,48,1.92672860622406,48.4375
2025-09-30T17:36:29.063448,6,4,43,1.2737329006195068,60.9375
2025-09-30T17:36:30.736288,6,5,43,1.223001480102539,45.3125
2025-09-30T17:36:30.753852,6,7,48,1.6784883737564087,43.75
2025-09-30T17:36:32.461713,6,8,48,2.695571184158325,35.9375
2025-09-30T17:36:32.500193,6,6,43,1.0877763032913208,59.375
2025-09-30T17:36:34.313430,6,9,48,2.5418152809143066,48.4375
2025-09-30T17:36:34.345022,6,7,43,1.1928398609161377,65.625
2025-09-30T17:36:36.090785,6,10,48,2.280643939971924,46.875
2025-09-30T17:36:36.121753,6,8,43,1.5268521308898926,59.375
2025-09-30T17:36:37.888396,6,11,48,1.418291449546814,56.25
2025-09-30T17:36:37.903464,6,9,43,1.0465342998504639,62.5
2025-09-30T17:36:39.525835,6,12,48,1.974463939666748,48.4375
2025-09-30T17:36:39.558577,6,10,43,1.0090248584747314,73.4375
2025-09-30T17:36:41.158364,6,13,48,1.8380980491638184,53.125
2025-09-30T17:36:41.176417,6,11,43,1.0044916868209839,57.8125
2025-09-30T17:36:43.857612,6,14,48,1.8975952863693237,53.125
2025-09-30T17:36:43.889840,6,12,43,0.8151485323905945,75.0
2025-09-30T17:36:45.878801,6,13,43,1.0305787324905396,65.625
2025-09-30T17:36:45.894449,6,15,48,2.471734046936035,42.1875
2025-09-30T17:36:47.653783,6,16,48,2.280543088912964,40.98360538482666
2025-09-30T17:36:47.692135,6,14,43,1.281529188156128,54.6875
2025-09-30T17:36:48.910036,6,15,43,1.2063244581222534,65.625
2025-09-30T17:36:49.945802,6,16,43,1.1781507730484009,64.0625
2025-09-30T17:36:50.973511,6,17,43,1.0099222660064697,53.125
2025-09-30T17:36:52.056446,6,18,43,0.7099438905715942,75.0
2025-09-30T17:36:53.098820,6,19,43,1.014115810394287,59.375
2025-09-30T17:36:54.347107,6,20,43,0.7575711011886597,71.875
2025-09-30T17:36:55.631144,6,21,43,1.102196455001831,60.9375
2025-09-30T17:36:57.663357,6,22,43,0.7770979404449463,73.4375
2025-09-30T17:36:58.899728,6,23,43,1.1602447032928467,64.0625
2025-09-30T17:37:00.119273,6,24,43,0.992641031742096,64.0625
2025-09-30T17:37:01.318830,6,25,43,1.0135177373886108,53.125
2025-09-30T17:37:02.518897,6,26,43,0.8231601119041443,68.75
2025-09-30T17:37:03.675215,6,27,43,0.6676155924797058,75.0
2025-09-30T17:37:05.057244,6,28,43,0.9841350317001343,75.0
2025-09-30T17:37:06.431022,6,29,43,1.2848647832870483,61.90476417541504
